direccion,distrito,metraje,dormitorios,precio
Calle Colon 181,"Miraflores, Lima",104 m² tot.,2 dorm.,"S/ 3,330 · USD 900"
Dpto. en Alquiler Temporario - Calle Tarata Miraflores,"Leuro, Miraflores",55 m² tot.,1 dorm.,"S/ 3,500 · USD 780"
Calle San Martin Santa patricia II etapa La Molina,"Santa Patricia Etapa Ii, La Molina",100 m² tot.,1 dorm.,"S/ 2,500"
Ca. coronel juan castilla,"Las Gardenias, Santiago de Surco",240 m² tot.,4 dorm.,"S/ 5,000 · USD 1,200"
jr. Larrabure y Unanue 146,"Santa Beatriz, Jesús María",68 m² tot.,2 dorm.,"S/ 2,800 · USD 760"
El Cascajal. Casuarinas. Surco,"Santiago de Surco, Lima",1273 m² tot.,5 dorm.,"S/ 16,650 · USD 4,500"
LOS ARCES,"Los Arces, Cayma",65 m² tot.,2 dorm.,"S/ 2,460 · USD 650"
Jr. Los Pinos al 100,"Camacho, La Molina",880 m² tot.,6 dorm.,"S/ 29,600 · USD 8,000"
santa margarita,"Veintiseis de Octubre, Piura",69 m² tot.,NULL,"S/ 1,900 · USD 501"
Av Camino Real 9,"San Isidro, Lima",409 m² tot.,4 dorm.,"S/ 19,000 · USD 5,000"
GENERAL VIDAL MIRAFLORES,"Miraflores, Lima",70 m² tot.,3 dorm.,"S/ 2,200"
Av. José Pardo,"Miraflores, Lima",106 m² tot.,2 dorm.,"S/ 4,536 · USD 1,200"
Teniente Diego Ferré,"Santiago de Surco, Lima",86 m² tot.,5 dorm.,"S/ 2,000"
NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL
Hermano Lobo 1,"San Borja, Lima",340 m² tot.,4 dorm.,"S/ 9,500 · USD 2,500"
"URB. LOS NOGALES, PIMENTEL","Pimentel, Chiclayo",300 m² tot.,NULL,"S/ 3,700 · USD 973"
Av. Javier Prado Oeste,"San Isidro, Lima",159 m² tot.,3 dorm.,"S/ 4,500 · USD 270,000"
NULL,NULL,NULL,NULL,NULL
"Malecon de la Reserva 4, dep 5, Miraflores","Miraflores, Lima",182 m² tot.,3 dorm.,"S/ 12,950 · USD 3,500"
Carlos E. Ferreyros U. 501,"San Isidro, Lima",155 m² tot.,3 dorm.,"S/ 4,650 · USD 1,250"
Pasaje Fidelli 160,"Barranco, Lima",35 m² tot.,1 dorm.,"S/ 1,950 · USD 500"
NULL,NULL,NULL,NULL,NULL
Malecon Sousa 112,"Barranco, Lima",240 m² tot.,NULL,"S/ 7,833 · USD 2,100"
BUENAVISTA,"Chacarilla Del Estanque, San Borja",196 m² tot.,3 dorm.,"S/ 3,700 · USD 1,050"
Jr Lauricocha 269,"Santiago de Surco, Lima",120 m² tot.,3 dorm.,"S/ 2,900 · USD 775"
Ca. Franz Schubert 301,"San Borja, Lima",102 m² tot.,2 dorm.,"S/ 2,690 · USD 715"
Calle MANUEL GONZALES OLAECHEA,"San Isidro, Lima",385 m² tot.,12 dorm.,"S/ 9,120 · USD 2,850"
Malecón Cisneros 214,"Miraflores, Lima",135 m² tot.,2 dorm.,"S/ 5,510 · USD 1,450"
Mz A3 Lote 53 Urb. Sol De Piura 3Era Etapa-,"Veintiseis de Octubre, Piura",70 m² tot.,2 dorm.,S/ 900 · USD 243
ALQUILO: PRECIOSO DEPA AMOBLADO EN JR.GALEANO 311,"Los Rosales, Santiago de Surco",80 m² tot.,NULL,"S/ 3,330 · USD 900"
av. manuel olguin 884,"Santiago de Surco, Lima",170 m² tot.,3 dorm.,"S/ 4,180 · USD 260,000"
Calle Albatros,"San Pedro, Santiago de Surco",140 m² tot.,1 dorm.,"S/ 1,200 · USD 325"
Av. La Floresta 365. San Borja,"Chacarilla Del Estanque, San Borja",173 m² tot.,3 dorm.,"S/ 6,392 · USD 1,700"
"Pedro Martinto, , Barranco","Barranco, Lima",42 m² tot.,1 dorm.,"S/ 2,100 · USD 570"
Casa Vieja 1,"Lima, Lima",250 m² tot.,4 dorm.,"S/ 12,950 · USD 3,500"
Ernesto Diez Canseco 489,"Miraflores, Lima",80 m² tot.,NULL,"S/ 3,800 · USD 850"
Calle Tuman Collasuyo 214,"Santiago de Surco, Lima",390 m² tot.,4 dorm.,"S/ 12,090 · USD 3,250"
malecon cisneros 214,"Miraflores, Lima",120 m² tot.,3 dorm.,"S/ 6,750 · USD 1,800"
"av. aurelio miro quesada, 240","Golf, San Isidro",2002 m² tot.,3 dorm.,"S/ 5,180 · USD 520,000"
Malecon de la Marina,"Miraflores, Lima",120 m² tot.,2 dorm.,"S/ 4,848 · USD 1,300"
Dirección no informada,"Sachaca, Arequipa",283 m² tot.,6 dorm.,"S/ 2,500 · USD 675"
NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL
comandante gustavo jimenez 559,"Pershing, Magdalena",38 m² tot.,1 dorm.,"S/ 1,700 · USD 459"
Dirección no informada,"San Borja, Lima",270 m² tot.,4 dorm.,"S/ 7,254 · USD 1,950"
Av. Angamos Oeste y Av Arequipa - Mirafloes,"Miraflores, Lima",87 m² tot.,3 dorm.,"S/ 2,600 · USD 700"
NULL,NULL,NULL,NULL,NULL
LOS DIAMANTES 342 LOS OLIVOS,"Cajabamba, Los Olivos",148 m² tot.,4 dorm.,"S/ 1,700"
Nazarenas,"Santiago de Surco, Lima",100 m² tot.,3 dorm.,"S/ 2,700 · USD 195,500"
El Rosario 1,"Miraflores, Lima",211 m² tot.,2 dorm.,"S/ 8,558 · USD 2,200"
NULL,NULL,NULL,NULL,NULL
calle la retama 176,"Los Sauces, Surquillo",70 m² tot.,3 dorm.,"S/ 2,000 · USD 520"
Independencia,"Miraflores, Lima",232 m² tot.,3 dorm.,"S/ 4,500 · USD 1,300"
AV JoseLeal 1585 San Isidro,"San Isidro, Lima",30 m² tot.,1 dorm.,"S/ 1,280"
Av. Universitaria 1900,"Pueblo Libre, Lima",78 m² tot.,3 dorm.,"S/ 2,300"
"Vista al Mar, Malecon Reserva, Miraflores","Miraflores, Lima",200 m² tot.,3 dorm.,"S/ 5,920 · USD 1,600"
porta,"Miraflores, Lima",102 m² tot.,3 dorm.,"S/ 4,180 · USD 1,100"
"Mz U1 Lote 13 Urb Miraflores, V Etapa Dpto 501 Miraflores, Castilla, Piura","Castilla, Piura",101 m² tot.,3 dorm.,"S/ 1,500 · USD 402"
Av. Huarochiri 475,"La Molina, Lima",126 m² tot.,3 dorm.,"S/ 2,000"
Avenida Francisco Javier Mariategui 1368- Jesús María,"Portada De Jesus Maria, Jesús María",80 m² tot.,3 dorm.,"S/ 2,300 · USD 620"
Ignacio Merino,"Miraflores, Lima",158 m² tot.,2 dorm.,"S/ 5,500 · USD 1,400"
"jiron rio de janeiro , jesus maria","Oyague, Jesús María",300 m² tot.,7 dorm.,"S/ 7,206 · USD 1,900"
OLAVEGOYA,"Residencial San Felipe, Jesús María",106 m² tot.,4 dorm.,"S/ 3,300"
jose gonzales,"Malecon Reserva, Miraflores",65 m² tot.,1 dorm.,"S/ 2,800 · USD 750"
Parque Los Geranios,"San Juan de Miraflores, Lima",90 m² tot.,2 dorm.,"S/ 1,150 · USD 300"
Parque Privado Blume,"Miraflores, Lima",80 m² tot.,1 dorm.,"S/ 3,700 · USD 1,000"
calle retiro,"Santa Cruz, Miraflores",30 m² tot.,1 dorm.,"S/ 8,000 · USD 2,000"
Dirección no informada,"Los Granados, Santiago de Surco",269 m² tot.,3 dorm.,"S/ 7,560 · USD 2,300"
Ladoga 1,"La Molina, Lima",190 m² tot.,3 dorm.,"S/ 13,615 · USD 3,500"
Av. Santiago Antunez De Mayolo & Av. Universitaria,"San Martín de Porres, Lima",100 m² tot.,2 dorm.,"S/ 1,502 · USD 326"
NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL
"Calle Rosseau 358, San Borja","San Borja, Lima",115 m² tot.,3 dorm.,"S/ 3,145 · USD 850"
costa peruana 1896,"El Silencio, Punta Hermosa",125 m² tot.,4 dorm.,"S/ 4,625 · USD 249,000"
Av Tomás Marsano,"Santiago de Surco, Lima",176 m² tot.,3 dorm.,"S/ 3,000 · USD 810"
NULL,NULL,NULL,NULL,NULL
"Jr. Huancavelica 1505, Piura 20001, Perú","Piura, Piura",110 m² tot.,3 dorm.,"S/ 1,200 · USD 320"
Andrés Guzman,"San Juan de Miraflores, Lima",65 m² tot.,2 dorm.,"S/ 1,200"
malecon grau 117,"Chorrillos, Lima",84 m² tot.,3 dorm.,"S/ 3,170 · USD 850"
NULL,NULL,NULL,NULL,NULL
Miraflores,"Miraflores, Lima",100 m² tot.,3 dorm.,"S/ 3,400 · USD 228,000"
JAVIER PRADO 1267,"Los Manzanos, San Isidro",48 m² tot.,1 dorm.,"S/ 2,000"
Las orquideas,"San Isidro, Trujillo",50 m² tot.,1 dorm.,S/ 790 · USD 210
AV.UNIVERSITARIA LOS OLIVOS,"Los Olivos, Lima",75 m² tot.,2 dorm.,S/ 900
"Calle Santander 147, Miraflores","Miraflores, Lima",103 m² tot.,3 dorm.,"S/ 3,885 · USD 1,050"
La Purísima Mz E Lt 26,"La Purisima, Chiclayo",95 m² tot.,NULL,"S/ 1,100 · USD 290"
Malecón MALECON CISNEROS ESQ ROMA -,"Miraflores, Lima",180 m² tot.,3 dorm.,"S/ 7,410 · USD 1,950"
Jirón Libertad,"El Tambo, Huancayo",190 m² tot.,NULL,"S/ 4,000"
"HORTENSIAS DE CALIFORNIA, TRUJILLO","Victor Larco Herrera, Trujillo",140 m² tot.,4 dorm.,"S/ 2,300"
Av Diagonal,"Miraflores, Lima",169 m² tot.,2 dorm.,"S/ 7,980 · USD 295,000"
Av. Circunvalación Golf Los Incas 5,"Santiago de Surco, Lima",220 m² tot.,2 dorm.,"S/ 9,336 · USD 2,400"
Aldebarán 570 Santiago de Surco,"Aldebaran, Santiago de Surco",64 m² tot.,1 dorm.,"S/ 2,200 · USD 580"
"avenida las gaviotas 123, chorrillos","Santa Leonor, Chorrillos",62 m² tot.,2 dorm.,"S/ 1,800"
Santa Isabel,"Malecon Reserva, Miraflores",280 m² tot.,4 dorm.,"S/ 16,650 · USD 4,500"
"Av Javier Prado Oeste 1266, San Isidro 15073","San Isidro, Lima",145 m² tot.,3 dorm.,"S/ 6,550 · USD 1,690"
URBANIZACION MOCHICA TRUJILLO,"Mochica, Trujillo",70 m² tot.,3 dorm.,"S/ 1,100 · USD 289"
Pedro de Osma,"Barranco, Lima",45 m² tot.,1 dorm.,"S/ 2,250 · USD 600"
Parque Acosta Cdra 2,"San Isidro, Lima",528 m² tot.,4 dorm.,"S/ 30,345 · USD 8,500"
Malecon Balta 10,"Miraflores, Lima",230 m² tot.,3 dorm.,"S/ 6,613 · USD 1,700"
NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL
AMOBLADO O SIN AMOBLAR,"Rinconada Del Lago, La Molina",50 m² tot.,2 dorm.,"S/ 2,331 · USD 630"
C. la Huaca 165,"Pueblo Libre, Lima",39 m² tot.,1 dorm.,"S/ 1,700"
Av. Costanera al 2500,"San Miguel, Lima",40 m² tot.,1 dorm.,"S/ 2,000"
NULL,NULL,NULL,NULL,NULL
CARRIQUIRY 894,"San Isidro, Lima",62 m² tot.,2 dorm.,"S/ 2,600 · USD 685"
JR. San Lucas,"Palao, San Martín de Porres",147 m² tot.,4 dorm.,"S/ 1,800 · USD 476"
Av. Petit Thouars 901,"Lima Cercado, Lima",70 m² tot.,3 dorm.,"S/ 2,500"
NULL,NULL,NULL,NULL,NULL
Calle Amatista Mz.F Lt.24,"Los Olivos, Lima",110 m² tot.,3 dorm.,"S/ 1,700"
Condominio Praderas,"Comas, Lima",60 m² tot.,3 dorm.,S/ 900
Av Circunvalación del Golf 148 - OPORTUNIDA!!! D - CERCA AL ROOSEVELT!!,"Club Golf Los Incas, Santiago de Surco",160 m² tot.,3 dorm.,"S/ 5,550 · USD 1,500"
batallon libres de trujillo 209,"Santiago de Surco, Lima",214 m² tot.,3 dorm.,"S/ 8,140 · USD 550,000"
VILLA EL AMAUTA,"Villa El Amauta, San Martín de Porres",40 m² tot.,1 dorm.,S/ 600
Calle Luís Varela y Orbegoso,"Surquillo, Lima",80 m² tot.,2 dorm.,"S/ 2,200"
Camino Real 931 Dpto. 14xx,"Golf, San Isidro",170 m² tot.,3 dorm.,"S/ 8,880 · USD 2,400"
Av. Manuel Olguín 695,"El Derby, Santiago de Surco",110 m² tot.,3 dorm.,"S/ 5,200 · USD 1,350"
Miraflores,"Miraflores, Lima",280 m² tot.,4 dorm.,"S/ 17,100 · USD 4,500"
CERCA A LA AVENIDA AREQUIPA,"Lince, Lima",35 m² tot.,1 dorm.,"S/ 1,300"
paseo de la republica 1453,"Lince, Lima",70 m² tot.,3 dorm.,"S/ 2,150"
ALDEBARAN XXX,"Lima Polo Hunt, Santiago de Surco",64 m² tot.,1 dorm.,"S/ 2,590 · USD 700"
Condominio Los Parques De San Gabriel,"Chiclayo, Chiclayo",72 m² tot.,NULL,"S/ 1,000 · USD 264"
"Calle Los Alcanfores 160, La Molina","El Remanso, La Molina",185 m² tot.,3 dorm.,"S/ 5,200 · USD 1,400"
Cantuarias,"Miraflores, Lima",88 m² tot.,2 dorm.,"S/ 3,790 · USD 182,000"
Dos de Mayo,"Ancón, Lima",200 m² tot.,6 dorm.,"S/ 40,000 · USD 10,000"
Grau 333,"Comas, Lima",100 m² tot.,7 dorm.,"S/ 5,000 · USD 1,300"
Av ALVARES CALDERON - x,"San Isidro, Lima",136 m² tot.,2 dorm.,"S/ 5,904 · USD 1,600"
Dirección no informada,"Santa Maria Del Mar, Lima",100 m² tot.,4 dorm.,"S/ 18,450 · USD 5,000"
NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL
Alcanfores,"Miraflores, Lima",65 m² tot.,NULL,"S/ 3,000 · USD 800"
Manuel Salazar 1,"San Isidro, Lima",900 m² tot.,3 dorm.,"S/ 30,400 · USD 8,000"
Pacasmayo,"Pacasmayo, Pacasmayo",142 m² tot.,5 dorm.,"S/ 3,000"
NULL,NULL,NULL,NULL,NULL
Calle Beta,"Juan Xxiii, San Borja",96 m² tot.,2 dorm.,"S/ 2,500"
Manco Capac,"Miraflores, Lima",100 m² tot.,2 dorm.,"S/ 4,158 · USD 1,100"
Dirección no informada,"Aurora, Miraflores",200 m² tot.,2 dorm.,"S/ 4,600 · USD 1,250"
NULL,NULL,NULL,NULL,NULL
Av. Arequipa 2560,"Lince, Lima",59 m² tot.,3 dorm.,"S/ 2,600"
av. arenales 1475,"Lima Cercado, Lima",50 m² tot.,2 dorm.,"S/ 2,000"
Dirección no informada,"Santiago de Surco, Lima",154 m² tot.,3 dorm.,"S/ 4,177 · USD 1,100"
parque las joyas San Sebastian Cusco,"Las Joyas, San Sebastian",342 m² tot.,8 dorm.,"S/ 4,000"
PARCELA SAN VICENTE DE LURIN,"San Vicente, Lurín",30 m² tot.,1 dorm.,S/ 750 · USD 200
Av. Angamos 2573,"Las Torres De Limatambo, San Borja",79 m² tot.,2 dorm.,"S/ 2,500 · USD 675"
LAS LILAS 210 ATE,"Olimpo Etapa Ii, Ate Vitarte",100 m² tot.,3 dorm.,"S/ 2,000 · USD 563"
calle los naranjos san isidro,"San Isidro, Lima",205 m² tot.,3 dorm.,"S/ 5,920 · USD 1,600"
Hemilio Valdizán 595,"Jesús María, Lima",80 m² tot.,3 dorm.,"S/ 2,800 · USD 757"
"Malecon de La Marina, Miraflores","Santa Cruz, Miraflores",301 m² tot.,5 dorm.,"S/ 10,360 · USD 785,000"
av 28 de Julio miraflores,"Leuro, Miraflores",110 m² tot.,3 dorm.,"S/ 4,000 · USD 1,100"
malecon almendariz,"Malecon Armendariz, Miraflores",119 m² tot.,3 dorm.,"S/ 4,680 · USD 1,250"
"Av. Héroes del Alto Cenepa 1604, Comas 15316","Lima, Lima",110 m² tot.,3 dorm.,S/ 950
Antero Aspillaga 425,"El Olivar, San Isidro",431 m² tot.,4 dorm.,"S/ 17,100 · USD 4,500"
Edificio Libertador Dpto 502,"Ancón, Lima",351 m² tot.,4 dorm.,"S/ 29,840 · USD 8,000"
Av. San Borja Norte 379,"San Borja Norte, San Borja",97 m² tot.,3 dorm.,"S/ 3,000"
UGARTE Y MOSCOSO 580 DPTO 603 SAN ISIDRO,"San Isidro, Lima",100 m² tot.,3 dorm.,"S/ 3,285 · USD 900"
Jiron la coruña 200,"Pueblo Libre, Lima",90 m² tot.,3 dorm.,"S/ 2,300"
CALLE SAN MARTIN 111,"Barranco, Lima",100 m² tot.,3 dorm.,"S/ 3,385 · USD 900"
NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL
PARDO 1310,"Miraflores, Lima",115 m² tot.,3 dorm.,"S/ 3,420 · USD 900"
Españoleto 141,"San Borja, Lima",165 m² tot.,5 dorm.,"S/ 2,900 · USD 780"
"Manuel Perez De Tudela 1, San Isidro","San Isidro, Lima",180 m² tot.,3 dorm.,"S/ 7,400 · USD 2,000"
NULL,NULL,NULL,NULL,NULL
Avenida República de Venezuela,"Lima Cercado, Lima",75 m² tot.,3 dorm.,"S/ 1,500"
MIGUEL DASSO,"San Isidro, Lima",115 m² tot.,2 dorm.,"S/ 6,054 · USD 1,600"
"Av. El Sol Oeste 2xx, Barranco","Barranco, Lima",72 m² tot.,1 dorm.,"S/ 2,960 · USD 198,500"
NULL,NULL,NULL,NULL,NULL
CANADA,"Santa Catalina, La Victoria",45 m² tot.,1 dorm.,"S/ 1,100"
Dominicos,"Virgen Del Carmen, San Martín de Porres",70 m² tot.,2 dorm.,S/ 750
Alquilo moderno depa en san Isidro Calle Audiencia,"San Isidro, Lima",62 m² tot.,2 dorm.,"S/ 3,330 · USD 900"
urbanización barrio cervecero cusco,"Cercado De Wanchaq, Wanchaq",86 m² tot.,3 dorm.,"S/ 3,000"
Av. Diez Canseco 489,"Miraflores, Lima",80 m² tot.,2 dorm.,"S/ 3,400 · USD 850"
"URB. MIRAFLORES, CASTILLA, PIURA","Castilla, Piura",75 m² tot.,3 dorm.,"S/ 1,300 · USD 344"
Calle Mallorca,"Los Cedros De Villa, Chorrillos",276 m² tot.,6 dorm.,"S/ 3,700"
Chamberi,"Miraflores, Lima",200 m² tot.,2 dorm.,"S/ 5,670 · USD 1,500"
Av Leon Barandearan 5,"La Molina, Lima",500 m² tot.,4 dorm.,"S/ 13,615 · USD 3,500"
"Av Manuel Prado Ugarteche, Urbanizacion Rinconada Baja, La Molina","Rinconada Baja, La Molina",350 m² tot.,4 dorm.,"S/ 9,250 · USD 2,500"
avenida victor alzamora 477,"Barrio Medico, Surquillo",70 m² tot.,3 dorm.,"S/ 2,700 · USD 730"
Aurora,"Aurora, Miraflores",135 m² tot.,3 dorm.,"S/ 4,070 · USD 1,100"
"MAFALDA LAMA, TUMBES","Pampas De Hospital, Tumbes",445 m² tot.,6 dorm.,"S/ 10,000 · USD 2,673"
ASUNCION 288,"Santa Patricia, La Molina",47 m² tot.,2 dorm.,"S/ 1,330"
Jirón San Martín 422,"Centro Civico, Trujillo",154 m² tot.,11 dorm.,"S/ 11,220 · USD 3,000"
CAYMA,"Cayma, Arequipa",200 m² tot.,3 dorm.,"S/ 3,000 · USD 800"
"Avenida Gregorio Escobedo Cdra 5, Jesus Maria","Jesús María, Lima",99 m² tot.,3 dorm.,"S/ 3,400"
Av. Jose Pardo 570,"Miraflores, Lima",90 m² tot.,2 dorm.,"S/ 3,800 · USD 1,000"
Av. Juan XXIII 126,"San Martín de Porres, Lima",95 m² tot.,4 dorm.,S/ 900 · USD 267
NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL
CAYMA LOS ALTITOS AREQUIPA,"Cayma, Arequipa",130 m² tot.,4 dorm.,"S/ 1,800"
"Av. San Martin 140, Barranco","Barranco, Lima",97 m² tot.,2 dorm.,"S/ 3,610 · USD 950"
edificio tempo,"Santa Catalina, La Victoria",50 m² tot.,1 dorm.,"S/ 2,000 · USD 560"
NULL,NULL,NULL,NULL,NULL
El melonar 17x,"Aurora, Miraflores",160 m² tot.,2 dorm.,"S/ 5,550 · USD 1,500"
JR. COLINA 100,"Barranco, Lima",88 m² tot.,1 dorm.,"S/ 3,402 · USD 170,000"
monte flor,"Santiago de Surco, Lima",200 m² tot.,3 dorm.,"S/ 5,700 · USD 1,500"
NULL,NULL,NULL,NULL,NULL
Ubicación: Urb. Los Sauces,"Piura, Piura",56 m² tot.,2 dorm.,S/ 800 · USD 214
COMANDANTE ESPINAR,"Miraflores, Lima",30 m² tot.,NULL,S/ 950
CALLE ANDROMEDA 830,"Ariosto Matellini, Chorrillos",59 m² tot.,2 dorm.,"S/ 1,500"
brasil,"Breña, Lima",55 m² tot.,1 dorm.,"S/ 1,200"
"Av Salaverry, San Isidro","San Isidro, Lima",167 m² tot.,3 dorm.,"S/ 8,140 · USD 2,200"
La Begonia,"Surquillo, Lima",65 m² tot.,2 dorm.,"S/ 2,300"
Malecon De La Marina 10,"Miraflores, Lima",148 m² tot.,3 dorm.,"S/ 6,080 · USD 1,600"
Diagonal 5 Dpto 4 Miraflores,"Miraflores, Lima",170 m² tot.,3 dorm.,"S/ 5,490 · USD 1,500"
calle Vilcabamba cuadra 2,"Portada, La Molina",20 m² tot.,1 dorm.,S/ 650
"Av Las Palmeras , Av. Los Alisos Los Olivos","Los Olivos, Lima",160 m² tot.,2 dorm.,"S/ 1,700"
Doña Delmira 227,"Santiago de Surco, Lima",73 m² tot.,3 dorm.,"S/ 1,500 · USD 402"
Dirección no informada,"Aurora, Miraflores",100 m² tot.,2 dorm.,"S/ 3,100"
Avda. A 804,"El Retablo, Comas",55 m² tot.,2 dorm.,S/ 800 · USD 210
JR MANUEL RIVERO 200 - LOS OLIVOS,"Los Olivos, Lima",40 m² tot.,1 dorm.,S/ 790 · USD 216
Avenida LOS Frutales 627,"La Molina, Lima",192 m² tot.,3 dorm.,"S/ 3,380 · USD 880"
AV. Paseo LA Republica 63xx Dpto 603,"Miraflores, Lima",96 m² tot.,2 dorm.,"S/ 2,790 · USD 750"
Carlos tenaud,"Miraflores, Lima",92 m² tot.,2 dorm.,"S/ 2,600 · USD 700"
"Malecón Balta, Miraflores","Jose Balta, Miraflores",188 m² tot.,3 dorm.,"S/ 9,374 · USD 2,500"
C. Ortega y Gasset 381,"La Calera De La Merced, Surquillo",42 m² tot.,1 dorm.,"S/ 1,900"
NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL
Avenida Principal 808,"Surquillo, Lima",75 m² tot.,3 dorm.,"S/ 2,460"
salaverry 3638,"Orrantia Del Mar, San Isidro",99 m² tot.,2 dorm.,"S/ 3,400 · USD 900"
Av Camino Real 9,"San Isidro, Lima",199 m² tot.,3 dorm.,"S/ 7,780 · USD 2,000"
NULL,NULL,NULL,NULL,NULL
Av El Derby Cdra 2,"Santiago de Surco, Lima",202 m² tot.,NULL,"S/ 15,910 · USD 4,300"
Calle Porta,"Miraflores, Lima",90 m² tot.,2 dorm.,"S/ 2,500"
El Rosario,"Miraflores, Lima",114 m² tot.,3 dorm.,"S/ 2,960 · USD 800"
NULL,NULL,NULL,NULL,NULL
Calle Rivero de Ustaris,"Jesús María, Lima",1100 m² tot.,NULL,"S/ 38,300 · USD 10,000"
El Olivar,"El Olivar, San Isidro",173 m² tot.,2 dorm.,"S/ 9,200 · USD 2,500"
calle las turmalinas,"Club Golf Los Incas, Santiago de Surco",364 m² tot.,4 dorm.,"S/ 8,122 · USD 2,250"
Av.28 de Julio Miraflores,"Armendariz, Miraflores",55 m² tot.,1 dorm.,"S/ 2,500 · USD 650"
Calle Rivero de Ustaris al 200,"Jesús María, Lima",1200 m² tot.,15 dorm.,"S/ 36,848 · USD 9,800"
Malecón Cisneros,"Miraflores, Lima",225 m² tot.,3 dorm.,"S/ 11,880 · USD 3,300"
Calle San Martin,"Miraflores, Lima",100 m² tot.,2 dorm.,"S/ 2,780 · USD 750"
calle cruz del sur 415 surco,"Santiago de Surco, Lima",118 m² tot.,3 dorm.,"S/ 4,300 · USD 1,150"
martinto,"Barranco, Lima",70 m² tot.,2 dorm.,"S/ 3,330 · USD 900"
Teodosio Parreño 124,"Barranco, Lima",40 m² tot.,1 dorm.,"S/ 1,900"
"Tomas Edison Cdra 2, San Isidro","San Isidro, Lima",202 m² tot.,3 dorm.,"S/ 8,700 · USD 2,300"
Av. Velasco Astete,"Mariscal Ramon Castilla, San Borja",67 m² tot.,NULL,"S/ 2,835 · USD 750"
Los Cedrones 2,"La Molina, Lima",120 m² tot.,3 dorm.,"S/ 4,070 · USD 1,100"
Av. Javier Prado Oeste 1238,"Orrantia, San Isidro",110 m² tot.,1 dorm.,"S/ 3,563 · USD 950"
EL POLO 700 /948963919,"El Polo, Santiago de Surco",60 m² tot.,1 dorm.,"S/ 2,300 · USD 600"
Av. José Pardo,"Miraflores, Lima",110 m² tot.,3 dorm.,"S/ 5,438 · USD 1,450"
Roma,"Country Club, San Isidro",70 m² tot.,2 dorm.,"S/ 3,700 · USD 1,000"
"SANTA MARGARITA,PIURA","Piura, Piura",77 m² tot.,3 dorm.,"S/ 1,400 · USD 372"
AV. JAVIER PRADO OESTE,"San Isidro, Lima",950 m² tot.,NULL,"S/ 30,400 · USD 6,500,000"
NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL
Av Cerros De Camacho 9,"Santiago de Surco, Lima",204 m² tot.,3 dorm.,"S/ 8,558 · USD 2,200"
SAN LUIS / METROPOLITANA SANTA ANITA,"Santa Anita, Lima",80 m² tot.,2 dorm.,S/ 900
"URB. EL CHIPE, PIURA","Piura, Piura",150 m² tot.,4 dorm.,"S/ 2,000 · USD 524"
NULL,NULL,NULL,NULL,NULL
Calle LOS CABILDOS S/N,"Chacarilla Del Estanque, Santiago de Surco",105 m² tot.,2 dorm.,"S/ 3,374 · USD 850"
Malecon Bertolotto al 900,"San Miguel, San Miguel",64 m² tot.,2 dorm.,"S/ 3,145"
CALLE LOS NOGALES,"San Isidro, Lima",550 m² tot.,3 dorm.,"S/ 18,000 · USD 4,865"
NULL,NULL,NULL,NULL,NULL
Calle Manco Capac al 674,"Miraflores, Lima",60 m² tot.,1 dorm.,"S/ 2,960 · USD 800"
av parque el carmen,"Pueblo Libre, Lima",72 m² tot.,3 dorm.,"S/ 2,500"
Calle ALBERTO DEL CAMPO N°488,"San Isidro, Lima",110 m² tot.,2 dorm.,"S/ 3,900 · USD 1,000"
John Hassinger 101- San Borja,"San Borja, Lima",98 m² tot.,2 dorm.,"S/ 3,024 · USD 800"
Calle Porta,"Miraflores, Lima",100 m² tot.,2 dorm.,"S/ 4,400 · USD 1,200"
Av. Republica de Panamá 300,"Barranco, Lima",90 m² tot.,2 dorm.,"S/ 2,300"
Av. Del Pinar 4,"San Borja, Lima",310 m² tot.,4 dorm.,"S/ 11,020 · USD 2,900"
8 de marzo,"Villa Hiper, Comas",98 m² tot.,2 dorm.,"S/ 1,050 · USD 280"
CALLE INDEPENDENCIA,"Huanchaco, Trujillo",102 m² tot.,3 dorm.,"S/ 1,900 · USD 510"
MALECON BALTA 780,"Miraflores, Lima",115 m² tot.,3 dorm.,"S/ 4,147 · USD 1,100"
CONDE DE LA VEGA 330,"Santiago de Surco, Lima",160 m² tot.,3 dorm.,"S/ 6,750 · USD 1,800"
parque gonzales prada,"Barranco, Lima",135 m² tot.,3 dorm.,"S/ 3,600 · USD 950"
FRENTE A PARQUE,"Chacarilla, San Borja",130 m² tot.,3 dorm.,"S/ 5,161 · USD 1,300"
Los Lirios,"San Isidro, Lima",210 m² tot.,3 dorm.,"S/ 7,400 · USD 2,000"
Bernardo Alcedo,"San Miguel, Lima",72 m² tot.,3 dorm.,"S/ 1,900"
