tipo_de_inmueble,direccion,area_construida,area_total,pisos,dormitorios,baños,cochera,precio_soles,precio_dolares
CASA URBANA EN VENTA,"Lima, Lima, Ancon",202.0,50.0,1,5,2,0,204050,55000
DEPARTAMENTO FLAT EN ALQUILER,"Lima, Lima, La Molina",75.0,75.0,2,2,2,0,2300,620
CASA URBANA EN VENTA,"Lima, Lima, San Isidro",360.0,442.5,3,5,5,2,2522800,680000
DEPARTAMENTO EN ALQUILER,"Lima, Lima, San Borja",100.0,120.0,3,2,2,0,2400,645
DEPARTAMENTO DUPLEX EN ALQUILER,"Lima, Lima, Miraflores",276.57,385.18,4,4,4,2,9831,2650
DEPARTAMENTO EN CONDOMINIO EN ALQUILER,"Lima, Lima, Comas",72.31,72.31,11,3,2,0,1200,322
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Miraflores",111.76,111.76,19,3,3,1,779100,210000
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, San Miguel",87.93,119.51,8,3,2,1,664000,178494
DEPARTAMENTO FLAT EN ALQUILER,"Lima, Lima, La Molina",91.52,91.52,3,3,2,0,1800,483
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Miraflores",97.4,97.4,3,2,2,1,723450,195000
DEPARTAMENTO DUPLEX EN VENTA,"Lima, Lima, San Miguel",88.91,121.73,8,2,3,1,659000,177150
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, San Miguel",84.92,84.92,5,3,2,1,469000,126075
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, San Miguel",63.5,63.5,6,3,2,0,399000,107258
CASA EN VENTA,"Ica, Ica, Ica",80.0,80.0,3,3,2,0,248570,67000
CASA EN VENTA,"Lima, Lima, Villa María del Triunfo",121.38,172.92,3,3,3,0,569485,153500
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Magdalena del Mar",69.0,69.0,3,3,2,0,437780,118000
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, El Agustino",66.0,66.0,6,3,2,0,239000,64247
DEPARTAMENTO FLAT EN ALQUILER,"Lima, Lima, Santiago de Surco",62.0,62.0,4,2,2,0,1500,403
DEPARTAMENTO DUPLEX EN VENTA,"Lima, Lima, Santiago de Surco",145.0,90.0,1,3,2,3,1150100,310000
CASA EN VENTA,"Lima, Lima, San Martin de Porres",120.0,113.65,1,3,2,1,352450,95000
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Chorrillos",79.13,79.13,2,2,1,0,345030,93000
CASA DE CAMPO EN VENTA,"Piura, Piura, Piura",203.75,207.22,2,5,3,1,460040,124000
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, San Miguel",72.49,72.49,1,3,2,1,439000,118010
DEPARTAMENTO DUPLEX EN VENTA,"Lima, Lima, Miraflores",276.57,385.18,4,4,4,3,2782500,750000
DEPARTAMENTO FLAT EN VENTA,"Lima, Huaral, Chancay",82.61,82.61,1,3,1,0,241150,65000
DEPARTAMENTO FLAT EN VENTA,"La Libertad, Trujillo, Trujillo",97.19,97.19,5,3,3,0,233730,63000
CASA DE PLAYA EN VENTA,"Lima, Cañete, Cerro Azul",122.5,122.5,1,3,2,0,230020,62000
DEPARTAMENTO EN VENTA,"Lima, Lima, Chorrillos",83.0,83.0,2,3,2,1,322399,86900
CASA DE CAMPO EN VENTA,"Piura, Piura, Piura",196.66,205.17,2,5,3,2,460040,124000
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Chorrillos",42.0,42.0,6,1,3,0,230020,62000
CASA DE CAMPO EN VENTA,"Piura, Piura, Piura",203.75,207.22,2,5,3,1,460040,124000
DEPARTAMENTO FLAT EN VENTA,"Lima, Huaral, Chancay",82.61,82.61,1,3,1,0,241150,65000
CASA DE PLAYA EN VENTA,"Lima, Cañete, Cerro Azul",122.5,122.5,1,3,2,0,230020,62000
CASA EN VENTA,"Ica, Ica, Ica",80.0,80.0,3,3,2,0,248570,67000
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Chorrillos",42.0,42.0,6,1,3,0,230020,62000
DEPARTAMENTO DUPLEX EN VENTA,"Lima, Lima, Lurigancho",107.99,167.28,3,3,3,1,426612,114990
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Breña",100.42,84.08,1,2,2,0,519400,140000
DEPARTAMENTO FLAT EN ALQUILER,"Lima, Lima, Santiago de Surco",62.0,62.0,4,2,2,0,1500,403
DEPARTAMENTO EN ALQUILER,"Lima, Lima, Carabayllo",120.0,120.0,0,4,2,0,1300,349
DEPARTAMENTO EN ALQUILER,"Lima, Lima, Carabayllo",120.0,120.0,0,4,2,0,1300,349
DEPARTAMENTO DUPLEX EN VENTA,"Lima, Lima, Santiago de Surco",145.0,90.0,1,3,2,3,1150100,310000
DEPARTAMENTO FLAT EN VENTA,"Arequipa, Arequipa, Cayma",79.8,80.8,3,3,2,0,427763,115300
DEPARTAMENTO FLAT EN VENTA,"Arequipa, Arequipa, Jose Luis Bustamante Y Rivero",115.0,115.0,0,0,0,0,389550,105000
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, La Molina",130.0,130.0,2,3,2,1,612150,165000
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, La Molina",117.0,132.0,1,3,3,1,630700,170000
DEPARTAMENTO EN VENTA,"Lima, Lima, Los Olivos",116.0,116.0,3,3,2,0,537950,145000
DEPARTAMENTO FLAT EN VENTA,"Arequipa, Arequipa, Arequipa",115.0,115.0,2,3,2,1,469315,126500
CASA EN VENTA,"Lima, Lima, Carabayllo",144.0,218.0,2,8,5,1,500850,135000
DEPARTAMENTO FLAT EN ALQUILER,"Lima, Lima, Barranco",61.0,61.0,6,2,0,1,3153,850
CASA DE CAMPO EN VENTA,"Piura, Piura, Piura",196.66,205.17,2,5,3,2,460040,124000
DEPARTAMENTO EN ALQUILER,"Cusco, Cusco, Wanchaq",85.71,0.0,3,3,0,0,3000,806
CASA EN VENTA,"Cusco, Cusco, Wanchaq",150.0,150.0,0,0,0,0,890400,240000
DEPARTAMENTO EN VENTA,"Lima, Lima, Chorrillos",83.0,83.0,2,3,2,1,322399,86900
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Miraflores",97.4,97.4,3,2,2,1,723450,195000
DEPARTAMENTO EN CONDOMINIO EN VENTA,"Lima, Lima, Surquillo",51.0,71.0,2,1,1,1,575050,155000
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, El Agustino",66.0,66.0,6,3,2,0,239000,64247
CASA URBANA EN VENTA,"Arequipa, Arequipa, Alto Selva Alegre",105.5,220.0,0,0,0,0,526820,142000
DEPARTAMENTO FLAT EN ALQUILER,"Lima, Lima, Comas",58.0,58.0,4,2,1,0,800,215
DEPARTAMENTO EN VENTA,"Lima, Lima, San Miguel",76.69,76.69,6,3,2,1,408100,110000
DEPARTAMENTO FLAT EN ALQUILER,"Lima, Lima, Barranco",61.0,61.0,6,2,0,1,3153,850
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, El Agustino",66.0,66.0,6,3,2,0,239000,64247
DEPARTAMENTO EN VENTA,"Lima, Lima, Los Olivos",116.0,116.0,3,3,2,0,537950,145000
CASA URBANA EN VENTA,"Lima, Prov. Const. Del Callao, Ventanilla",120.0,120.0,1,3,1,0,259700,70000
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Chorrillos",42.0,42.0,6,1,3,0,230020,62000
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Miraflores",86.0,86.0,9,3,3,1,664090,179000
CASA URBANA EN VENTA,"Arequipa, Arequipa, Alto Selva Alegre",105.5,220.0,0,0,0,0,526820,142000
DEPARTAMENTO EN VENTA,"Lima, Lima, San Miguel",51.16,51.16,3,1,1,0,222229,59900
DEPARTAMENTO FLAT EN VENTA,"Lima, Huaral, Chancay",82.61,82.61,1,3,1,0,241150,65000
CASA EN VENTA,"Arequipa, Arequipa, Quequeña",7.0,150.0,1,5,4,4,1391250,375000
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Magdalena del Mar",69.0,69.0,3,3,2,0,437780,118000
DEPARTAMENTO EN CONDOMINIO EN ALQUILER,"Lima, Lima, Comas",72.31,72.31,11,3,2,0,1200,322
CASA EN VENTA,"Ica, Ica, Ica",80.0,80.0,3,3,2,0,248570,67000
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Miraflores",97.4,97.4,3,2,2,1,723450,195000
CASA URBANA EN VENTA,"Lima, Lima, San Juan de Lurigancho",90.0,90.0,3,6,3,0,612150,165000
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, San Isidro",130.0,130.0,6,3,2,2,1187200,320000
CASA URBANA EN VENTA,"Lima, Lima, Los Olivos",120.0,247.51,3,8,5,1,964600,260000
DEPARTAMENTO FLAT EN ALQUILER,"Lima, Lima, San Isidro",130.0,130.0,6,3,2,1,5565,1500
DEPARTAMENTO FLAT EN ALQUILER,"Lima, Lima, San Isidro",160.0,160.0,5,3,3,2,6307,1700
CASA EN VENTA,"Lima, Lima, Carabayllo",144.0,218.0,2,8,5,1,500850,135000
CASA URBANA EN VENTA,"Arequipa, Arequipa, Paucarpata",201.06,180.0,2,4,2,1,612150,165000
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Miraflores",111.76,111.76,19,3,3,1,779100,210000
DEPARTAMENTO FLAT EN VENTA,"La Libertad, Trujillo, Trujillo",97.19,97.19,5,3,3,0,233730,63000
CASA URBANA EN VENTA,"Lima, Lima, Pueblo Libre",200.0,294.0,3,6,1,1,1253980,338000
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Comas",62.2,62.2,10,3,1,0,194000,52150
DEPARTAMENTO TRIPLEX EN VENTA,"Lima, Lima, Los Olivos",150.0,61.0,3,5,2,0,537950,145000
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Barranco",135.0,135.0,1,4,3,1,834750,225000
CASA URBANA EN VENTA,"Lima, Lima, Villa María del Triunfo",132.83,132.83,1,4,1,0,296800,80000
DEPARTAMENTO FLAT EN ALQUILER,"Lima, Lima, Miraflores",140.0,140.0,0,2,3,2,5000,1344
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Comas",68.0,68.0,3,2,2,0,237440,64000
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Barranco",135.0,135.0,1,4,3,1,834750,225000
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Miraflores",98.72,98.72,6,3,2,2,860720,232000
CASA URBANA EN VENTA,"Lima, Lima, Villa el Salvador",140.0,388.88,0,11,6,2,474880,128000
DEPARTAMENTO EN VENTA,"Lima, Lima, Santiago de Surco",68.3,48.72,1,2,2,1,430360,116000
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, San Miguel",75.7,121.75,8,3,2,1,654000,175806
DEPARTAMENTO DUPLEX EN VENTA,"Lima, Lima, Miraflores",105.64,152.7,8,3,3,1,1075900,290000
CASA URBANA EN VENTA,"Lima, Lima, Pueblo Libre",200.0,294.0,3,6,1,1,1253980,338000
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, San Miguel",84.5,84.5,1,3,2,1,654000,175806
CASA EN CONDOMINIO EN VENTA,"Lima, Lima, La Molina",517.0,1.0,1,6,5,4,5561290,1499000
CASA URBANA EN VENTA,"La Libertad, Trujillo, Huanchaco",160.0,310.0,2,6,6,1,352450,95000
CASA URBANA EN VENTA,"La Libertad, Trujillo, La Esperanza",108.0,120.6,1,3,1,1,185500,50000
CASA URBANA EN VENTA,"Lima, Lima, San Miguel",213.0,155.5,2,5,3,3,2040500,550000
DEPARTAMENTO FLAT EN ALQUILER,"Lima, Parinacochas, Curahuasi",100.0,100.0,3,3,2,1,3339,900
DEPARTAMENTO EN VENTA,"Lima, Lima, Miraflores",99.4,99.4,3,2,2,1,801360,216000
CASA URBANA EN ALQUILER,"Ica, Ica, Ica",500.0,490.0,3,6,5,2,6000,1612
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Puente Piedra",95.0,95.0,1,3,2,0,850,228
DEPARTAMENTO DUPLEX EN VENTA,"Lima, Lima, Pueblo Libre",116.0,116.0,7,3,2,0,2456238,662059
DEPARTAMENTO DUPLEX EN VENTA,"Lima, Lima, Pueblo Libre",105.0,105.0,1,3,2,0,580646,156087
CASA URBANA EN VENTA,"Lima, Lima, San Juan de Miraflores",160.0,266.0,2,5,3,0,1001700,270000
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Chorrillos",93.69,93.69,0,3,2,0,315350,85000
DEPARTAMENTO EN VENTA,"Lima, Prov. Const. Del Callao, La Perla",60.0,60.0,11,3,2,0,237069,63900
CASA URBANA EN VENTA,"Lima, Lima, Los Olivos",188.0,465.63,42,2,2,1,1409800,380000
DEPARTAMENTO FLAT EN VENTA,"Arequipa, Arequipa, Cerro Colorado",70.14,84.34,1,2,2,0,426650,115000
DEPARTAMENTO EN ALQUILER,"Lima, Lima, Jesus Maria",68.58,68.58,18,3,2,0,2500,672
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Ate",69.91,69.91,3,2,2,0,296800,80000
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Santiago de Surco",124.0,124.0,1,3,3,1,630700,170000
DEPARTAMENTO EN CONDOMINIO EN VENTA,"Cusco, Cusco, Cusco",143.57,143.57,1,3,2,0,530530,143000
CASA URBANA EN VENTA,"Junin, Huancayo, El Tambo",108.0,77.0,1,3,1,1,800000,215053
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Santiago de Surco",105.0,105.0,3,3,2,1,815829,219900
CASA URBANA EN VENTA,"Arequipa, Arequipa, Characato",140.0,140.0,2,3,2,1,456330,123000
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, San Miguel",71.0,71.0,2,3,2,0,389550,105000
CASA URBANA EN VENTA,"Lima, Lima, La Molina",160.0,222.96,3,3,2,1,1298500,350000
CASA URBANA EN VENTA,"Lima, Lima, Independencia",88.54,190.0,0,0,0,0,333900,90000
DEPARTAMENTO EN VENTA,"Lima, Lima, Barranco",72.0,72.0,3,2,1,0,445200,120000
DEPARTAMENTO FLAT EN ALQUILER,"Lima, Lima, San Juan de Lurigancho",50.0,50.0,4,2,1,0,900,241
DEPARTAMENTO EN ALQUILER,"Lima, Lima, San Martin de Porres",75.0,0.0,3,2,1,0,900,241
DEPARTAMENTO FLAT EN ALQUILER,"Lima, Lima, San Martin de Porres",75.0,0.0,3,2,1,0,900,241
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Santiago de Surco",97.74,99.34,3,3,2,1,699335,188500
DEPARTAMENTO FLAT EN ALQUILER,"Lima, Lima, San Juan de Lurigancho",50.0,50.0,4,2,1,0,900,241
DEPARTAMENTO EN CONDOMINIO EN ALQUILER,"Lima, Lima, San Miguel",105.0,110.0,2,2,1,0,2000,537
DEPARTAMENTO FLAT EN VENTA,"La Libertad, Trujillo, Trujillo",120.0,120.0,9,3,4,0,537950,145000
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Pueblo Libre",115.0,115.0,0,0,0,0,620051,166680
DEPARTAMENTO FLAT EN ALQUILER,"Lima, Lima, San Isidro",99.74,99.74,9,2,2,2,5565,1500
DEPARTAMENTO DUPLEX EN VENTA,"Lima, Lima, Pueblo Libre",116.0,116.0,7,3,2,0,2456238,662059
DEPARTAMENTO DUPLEX EN VENTA,"Lima, Lima, Pueblo Libre",105.0,105.0,1,3,2,0,580646,156087
CASA URBANA EN VENTA,"Lima, Prov. Const. Del Callao, Callao",90.0,205.0,3,5,2,0,426650,115000
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Santiago de Surco",65.6,65.6,16,2,2,0,500850,135000
CASA EN VENTA,"Lima, Lima, Puente Piedra",108.72,220.0,3,3,3,1,315350,85000
CASA URBANA EN VENTA,"Arequipa, Arequipa, Characato",140.0,140.0,2,3,2,1,456330,123000
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Pueblo Libre",102.34,139.95,3,4,3,0,649250,175000
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Santiago de Surco",124.0,124.0,1,3,3,1,630700,170000
CASA URBANA EN VENTA,"Lima, Lima, San Juan de Miraflores",160.0,266.0,2,5,3,0,1001700,270000
DEPARTAMENTO FLAT EN ALQUILER,"Lima, Lima, San Martin de Porres",75.0,0.0,3,2,1,0,900,241
DEPARTAMENTO EN ALQUILER,"Lima, Lima, San Martin de Porres",75.0,0.0,3,2,1,0,900,241
CASA URBANA EN VENTA,"La Libertad, Trujillo, Trujillo",180.0,343.0,2,9,3,1,1113000,300000
CASA URBANA EN VENTA,"Lima, Lima, Lima",182.7,96.94,1,0,0,0,1669500,450000
CASA URBANA EN VENTA,"Lima, Lima, San Juan de Miraflores",92.67,185.34,0,0,0,0,593600,160000
CASA URBANA EN VENTA,"Lima, Lima, Villa María del Triunfo",105.0,180.0,2,0,0,0,408100,110000
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Santiago de Surco",97.74,99.34,3,3,2,1,699335,188500
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Surquillo",58.27,58.27,2,2,1,0,399934,107799
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Surquillo",71.97,71.97,2,3,2,0,493964,133144
DEPARTAMENTO DUPLEX EN VENTA,"Lima, Lima, Pueblo Libre",105.0,105.0,1,3,2,0,580646,156087
CASA URBANA EN VENTA,"La Libertad, Ascope, Razuri",135.3,420.0,3,15,15,0,797650,215000
DEPARTAMENTO DUPLEX EN VENTA,"Lima, Lima, Miraflores",100.14,92.7,1,2,3,2,797650,215000
DEPARTAMENTO EN VENTA,"Lima, Lima, Miraflores",133.54,133.54,3,2,3,1,762776,205600
DEPARTAMENTO DUPLEX EN VENTA,"Lima, Lima, Pueblo Libre",116.0,116.0,7,3,2,0,2456238,662059
DEPARTAMENTO DUPLEX EN VENTA,"Lima, Lima, Miraflores",135.32,133.81,5,2,2,2,1061060,286000
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Miraflores",178.0,178.0,1,2,3,2,1216880,328000
CASA EN ALQUILER,"Lima, Lima, San Miguel",202.0,160.0,3,3,3,1,5500,1478
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Puente Piedra",95.0,95.0,1,3,2,0,850,228
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, La Victoria",86.37,130.68,1,3,2,1,715000,192204
DEPARTAMENTO FLAT EN VENTA,"Lima, Prov. Const. Del Callao, Ventanilla",47.2,47.2,3,1,1,0,118720,32000
DEPARTAMENTO EN VENTA,"Lima, Lima, Barranco",72.0,72.0,3,2,1,0,445200,120000
DEPARTAMENTO EN ALQUILER,"Lima, Lima, Chorrillos",65.3,65.3,3,2,1,0,1400,376
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Lurigancho",102.83,102.83,4,3,2,0,218890,59000
CASA URBANA EN VENTA,"Lima, Lima, San Juan de Miraflores",92.67,185.34,0,0,0,0,593600,160000
CASA DE PLAYA EN VENTA,"Arequipa, Camana, Samuel Pastor",205.0,110.0,2,3,2,1,296800,80000
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Miraflores",178.0,178.0,1,2,3,2,1216880,328000
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Jesus Maria",91.0,91.0,18,3,2,1,580000,155913
DEPARTAMENTO DUPLEX EN VENTA,"Lima, Lima, Pueblo Libre",105.0,105.0,1,3,2,0,580646,156087
DEPARTAMENTO FLAT EN ALQUILER,"Lima, Lima, San Martin de Porres",75.0,0.0,3,2,1,0,900,241
DEPARTAMENTO EN ALQUILER,"Lima, Lima, San Martin de Porres",75.0,0.0,3,2,1,0,900,241
CASA EN VENTA,"Lima, Lima, Puente Piedra",108.72,220.0,3,3,3,1,315350,85000
DEPARTAMENTO DUPLEX EN VENTA,"Lima, Lima, Pueblo Libre",116.0,116.0,7,3,2,0,2456238,662059
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Pueblo Libre",115.0,115.0,0,0,0,0,620051,166680
CASA URBANA EN VENTA,"Lima, Lima, Los Olivos",188.0,465.63,42,2,2,1,1409800,380000
DEPARTAMENTO EN CONDOMINIO EN ALQUILER,"Lima, Lima, Comas",73.16,73.16,7,3,2,1,1000,268
DEPARTAMENTO DUPLEX EN VENTA,"Lima, Lima, Miraflores",135.32,133.81,5,2,2,2,1061060,286000
DEPARTAMENTO FLAT EN ALQUILER,"Arequipa, Arequipa, Socabaya",80.0,75.0,2,3,2,0,1600,430
DEPARTAMENTO EN VENTA,"Lima, Lima, Miraflores",133.54,133.54,3,2,3,1,762776,205600
DEPARTAMENTO FLAT EN ALQUILER,"Lima, Lima, San Isidro",99.74,99.74,9,2,2,2,5565,1500
DEPARTAMENTO DUPLEX EN VENTA,"Lima, Lima, Miraflores",100.14,92.7,1,2,3,2,797650,215000
DEPARTAMENTO EN ALQUILER,"Lima, Lima, Chorrillos",65.3,65.3,3,2,1,0,1400,376
CASA URBANA EN ALQUILER,"Ica, Ica, Ica",500.0,490.0,3,6,5,2,6000,1612
CASA EN ALQUILER,"Lima, Lima, Chaclacayo",600.0,600.0,0,2,2,0,6200,1666
DEPARTAMENTO EN ALQUILER,"Lima, Lima, Jesus Maria",78.77,78.77,15,2,2,1,3200,860
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Santiago de Surco",97.74,99.34,3,3,2,1,699335,188500
DEPARTAMENTO EN VENTA,"Lima, Lima, Santiago de Surco",101.0,103.0,3,3,3,1,812490,219000
CASA URBANA EN VENTA,"Lima, Lima, Lurigancho",400.0,213.0,2,3,3,0,877415,236500
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, La Molina",123.55,123.55,3,3,2,1,723450,195000
CASA URBANA EN VENTA,"Lima, Lima, Lurigancho",200.0,88.15,2,3,2,0,484155,130500
DEPARTAMENTO EN VENTA,"Lima, Lima, San Miguel",150.0,150.0,5,2,2,0,519400,140000
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, San Miguel",60.0,60.0,5,3,2,0,267120,72000
DEPARTAMENTO FLAT EN ALQUILER,"Lambayeque, Chiclayo, Chiclayo",75.0,75.0,5,3,2,0,850,228
DEPARTAMENTO FLAT EN ALQUILER,"Lima, Lima, Chorrillos",70.56,70.56,10,3,2,1,2300,618
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, San Miguel",84.13,98.6,0,3,2,0,642273,172654
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, San Miguel",43.67,47.2,0,1,1,0,314508,84545
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Chaclacayo",72.53,74.27,4,3,2,1,259700,70000
DEPARTAMENTO EN VENTA,"Lima, Lima, Santiago de Surco",181.6,181.6,2,2,2,2,1428350,385000
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, San Miguel",66.02,69.8,0,2,2,0,449793,120912
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, San Miguel",66.02,69.8,0,2,2,0,449793,120912
CASA URBANA EN VENTA,"Lima, Lima, San Juan de Lurigancho",160.0,224.0,0,0,0,0,853262,229990
CASA EN VENTA,"Lima, Lima, Comas",128.0,257.7,2,5,3,1,333900,90000
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, San Miguel",84.13,98.6,0,3,2,0,642273,172654
DEPARTAMENTO FLAT EN ALQUILER,"Lima, Lima, La Victoria",105.0,105.0,1,2,2,1,2400,645
CASA URBANA EN VENTA,"Arequipa, Arequipa, Cayma",360.27,183.09,3,0,0,0,2226000,600000
DEPARTAMENTO PENTHOUSE EN VENTA,"Tacna, Tacna, Tacna",108.0,108.0,5,2,1,0,285670,77000
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Lima",70.55,70.55,20,3,2,0,445200,120000
DEPARTAMENTO FLAT EN VENTA,"Lima, Prov. Const. Del Callao, Bellavista",66.12,66.12,5,2,1,0,241150,65000
CASA EN VENTA,"Lima, Cañete, Asia",500.0,430.0,2,5,4,2,1476580,398000
CASA EN VENTA,"Lima, Lima, La Molina",682.66,1.0,5,7,6,3,2411500,650000
DEPARTAMENTO FLAT EN ALQUILER,"Lima, Lima, Chorrillos",70.56,70.56,10,3,2,1,2300,618
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, San Borja",101.0,67.0,1,2,2,1,649250,175000
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, San Miguel",84.13,98.6,0,3,2,0,642273,172654
DEPARTAMENTO EN VENTA,"Lima, Lima, Santiago de Surco",181.6,181.6,2,2,2,2,1428350,385000
DEPARTAMENTO FLAT EN ALQUILER,"Lima, Lima, San Isidro",66.0,66.0,19,2,2,0,3672,990
CASA EN VENTA,"Lima, Cañete, Asia",500.0,430.0,2,5,4,2,1476580,398000
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Lima",70.55,70.55,20,3,2,0,445200,120000
DEPARTAMENTO DUPLEX EN ALQUILER,"Lima, Prov. Const. Del Callao, La Perla",95.0,90.0,3,3,2,0,1800,483
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, San Miguel",66.02,69.8,0,2,2,0,449793,120912
CASA URBANA EN VENTA,"Lima, Prov. Const. Del Callao, Bellavista",260.0,820.0,4,17,6,0,4637500,1250000
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, San Miguel",66.02,69.8,0,2,2,0,449793,120912
DEPARTAMENTO PENTHOUSE EN VENTA,"Tacna, Tacna, Tacna",108.0,108.0,5,2,1,0,285670,77000
CASA URBANA EN VENTA,"Lima, Lima, Lurigancho",144.0,246.0,2,1,2,0,445200,120000
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, San Miguel",84.13,98.6,0,3,2,0,642273,172654
DEPARTAMENTO EN VENTA,"Lima, Lima, Los Olivos",74.91,110.8,1,3,2,0,278250,75000
DEPARTAMENTO DUPLEX EN VENTA,"Lima, Lima, Santiago de Surco",94.0,94.0,4,2,2,1,504560,136000
CASA EN VENTA,"Lima, Lima, Comas",128.0,257.7,2,5,3,1,333900,90000
DEPARTAMENTO FLAT EN ALQUILER,"Lima, Lima, Chorrillos",70.56,70.56,10,3,2,1,2300,618
CASA EN VENTA,"Cusco, Cusco, Cusco",196.0,196.0,3,5,3,0,2448600,660000
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, San Miguel",67.0,103.0,1,3,2,1,474000,127419
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, San Miguel",71.0,71.0,7,3,2,1,355000,95430
DEPARTAMENTO TRIPLEX EN VENTA,"Arequipa, Arequipa, Cayma",693.27,913.47,3,4,6,1,3190600,860000
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Los Olivos",71.0,71.0,3,3,1,0,259700,70000
DEPARTAMENTO EN VENTA,"Lima, Lima, Santiago de Surco",181.6,181.6,2,2,2,2,1428350,385000
DEPARTAMENTO EN VENTA,"Lima, Lima, Miraflores",100.0,100.0,4,2,2,2,779100,210000
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, San Miguel",60.0,60.0,5,3,2,0,267120,72000
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, La Molina",78.35,78.35,2,2,2,0,371000,100000
DEPARTAMENTO DUPLEX EN ALQUILER,"Lima, Lima, Miraflores",64.0,40.0,4,1,1,1,2782,750
CASA URBANA EN VENTA,"Arequipa, Arequipa, Miraflores",180.0,60.0,1,2,1,0,150255,40500
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Jesus Maria",122.0,122.0,0,3,2,0,667796,179999
DEPARTAMENTO FLAT EN ALQUILER,"Lambayeque, Chiclayo, Chiclayo",75.0,75.0,5,3,2,0,850,228
CASA URBANA EN VENTA,"Lima, Lima, Lurigancho",144.0,246.0,2,1,2,0,445200,120000
