direccion,distrito,metraje,dormitorios,precio
Calle Merida - Frente a Parque Virgen Maria de las Mercedes,"Santiago de Surco, Lima",174 m² tot.,2 dorm.,"S/ 1,134,600 · USD 300,000"
la floresta 456,"Chacarilla Del Estanque, San Borja",662 m² tot.,NULL,"S/ 6,100,000 · USD 1,650,000"
Jr. Los Amancaes al 200,"Las Casuarinas Sur, Santiago de Surco",121 m² tot.,3 dorm.,"S/ 595,920 · USD 156,000"
Calle Sanzio al 100,"La Calera De La Merced, Surquillo",63 m² tot.,2 dorm.,"S/ 359,100 · USD 94,500"
Av La Mar 1120,"Miraflores, Lima",90 m² tot.,NULL,Consultar precio
Calle Gerbolini 185,"El Rosal, Miraflores",239 m² tot.,3 dorm.,"S/ 2,040,772 · USD 540,000"
Pietro Torrigiano,"San Borja, Lima",110 m² tot.,3 dorm.,"S/ 653,450 · USD 175,000"
"Av Javier Prado Oeste 650, Magdalena del Mar","Magdalena, Lima",100 m² tot.,3 dorm.,"S/ 579,000 · USD 158,000"
Las Fresias al 200,"Camacho, La Molina",1037 m² tot.,7 dorm.,"S/ 3,728,817 · USD 980,000"
Jr. Granada,"Pueblo Libre, Lima",71 m² tot.,3 dorm.,"S/ 483,446"
Avenida Morro Solar,"Santiago de Surco, Lima",192 m² tot.,NULL,"S/ 1,295,000 · USD 350,000"
Santa Isabel,"Miraflores, Lima",448 m² tot.,4 dorm.,"S/ 4,051,510 · USD 106,900"
Paul Harris con Salida a Parque Privado,"San Isidro, Lima",432 m² tot.,3 dorm.,"S/ 6,623,000 · USD 1,790,000"
San Miguel,"San Miguel, Lima",80 m² tot.,3 dorm.,"S/ 360,000 · USD 95,000"
"1N 428, Chimbote, Santa, Ancash, 02804, PER","Chimbote, Santa",8625 m² tot.,NULL,"S/ 3,933,000 · USD 1,035,000"
Jr. Diego de Aguero al 100,"Valle Hermoso, Santiago de Surco",294 m² tot.,NULL,"S/ 1,770,000 · USD 475,000"
Isabel La Catolica 167,"La Victoria, Lima",302 m² tot.,5 dorm.,"S/ 391,650 · USD 105,000"
Conde de la Vega al 200,"Chacarilla Del Estanque, Santiago de Surco",160 m² tot.,3 dorm.,"S/ 1,393,650 · USD 380,000"
Jr Sinchi Roca 7230,"El Trébol, Los Olivos",113 m² tot.,3 dorm.,"S/ 452,200 · USD 119,000"
Ca. Jupiter 127,"San Roque, Santiago de Surco",117 m² tot.,NULL,"S/ 220,000 · USD 58,000"
"Andreas Vesalio 5000, San Borja Sur","San Borja, Lima",429 m² tot.,5 dorm.,"S/ 3,016,000 · USD 800,000"
Calle Gomez Sanchez Cdra. 1 Urb. LA Aurora,"Miraflores, Lima",507 m² tot.,3 dorm.,"S/ 3,320,000 · USD 830,000"
angamos,"Miraflores, Lima",1207 m² tot.,NULL,"S/ 18,232,500 · USD 5,000,000"
Calle Renoir al 200,"San Borja, Lima",200 m² tot.,5 dorm.,"S/ 869,000 · USD 235,000"
CALLE LA PUNTA 300,"El Sol De La Molina Et.1, La Molina",500 m² tot.,4 dorm.,"S/ 3,610,000 · USD 950,000"
Calle Llano Zapata 1,"San Isidro, Lima",220 m² tot.,5 dorm.,"S/ 1,171,800 · USD 315,000"
"Casa en Condominio en Av. Lima, San Miguel Límite con Magdalena.","San Miguel, Lima",113 m² tot.,7 dorm.,"S/ 686,000 · USD 184,000"
AV. MANUEL OLGUIN 790,"El Derby, Santiago de Surco",102 m² tot.,2 dorm.,"S/ 658,600 · USD 178,000"
"Tampumachay, Tambo de Monterrico, Limite con Chacarilla","Tambo De Monterrico, Santiago de Surco",249 m² tot.,3 dorm.,"S/ 1,102,600 · USD 293,000"
Av. Benavides 1579 Piso 6,"Miraflores, Lima",122 m² tot.,NULL,"S/ 1,054,500 · USD 285,000"
Calle Juan Hoyle,"Maranga, San Miguel",70 m² tot.,2 dorm.,"S/ 277,000 · USD 75,000"
AV BOLIVAR 500,"Pueblo Libre, Lima",78 m² tot.,3 dorm.,"S/ 368,000 · USD 99,950"
las Flores al 400,"San Isidro, Lima",146 m² tot.,3 dorm.,"S/ 1,307,550 · USD 345,000"
ALBERTO BARAJAS 300,"Las Magnolias, San Borja",300 m² tot.,4 dorm.,"S/ 2,437,125 · USD 649,900"
Calle Salaverry 240 miraflores,"Miraflores, Lima",140 m² tot.,4 dorm.,"S/ 888,000 · USD 240,000"
"El Dorado, Chacarilla del Estanque","Santiago de Surco, Lima",136 m² tot.,3 dorm.,"S/ 1,194,664 · USD 310,000"
Av. Mayor Arce de Oliva 280,"Aurora, Miraflores",336 m² tot.,4 dorm.,"S/ 2,907,000 · USD 765,000"
"Av. el Polo 252, Surco","Santiago de Surco, Lima",400 m² tot.,5 dorm.,"S/ 3,912,770 · USD 1,049,000"
Los Cerezos & Tulipanes,"Puente Piedra, Lima",2601 m² tot.,NULL,"S/ 3,922,000 · USD 1,060,000"
AV JOSE PARDO 1173 MIRAFLORES,"Miraflores, Lima",88 m² tot.,2 dorm.,"S/ 647,500 · USD 175,000"
parque 200 millas,"San Miguel, Lima",192 m² tot.,4 dorm.,"S/ 1,206,720 · USD 320,000"
PARQUE CAVERO - JR LA NIÑA CDRA 2,"Chacarilla Del Estanque, Santiago de Surco",331 m² tot.,3 dorm.,"S/ 1,790,000 · USD 489,000"
Frederic Chopin 3xx,"Alamos De Monterrico, Santiago de Surco",152 m² tot.,3 dorm.,"S/ 958,300 · USD 259,000"
Loma Rica 200,"Prolongacion Benavides, Santiago de Surco",329 m² tot.,4 dorm.,"S/ 1,995,000 · USD 525,000"
Melitón Porras al 100,"Miraflores, Lima",470 m² tot.,4 dorm.,"S/ 4,312,500 · USD 1,150,000"
Urb. Pachacamac 3ra Etapa MzAlt3 Villa Salvador,"Pachacamac, Villa el Salvador",100 m² tot.,4 dorm.,"S/ 504,560 · USD 136,000"
"Las Magnolias, Camacho","La Molina, Lima",1000 m² tot.,4 dorm.,"S/ 4,836,000 · USD 1,300,000"
SURQUILLO CERCA A ANGAMOS,"Surquillo, Lima",102 m² tot.,NULL,"S/ 499,000 · USD 132,000"
Jr. Trujillo,"Magdalena, Lima",376 m² tot.,4 dorm.,"S/ 3,310,800 · USD 890,000"
Av El Sol Este al 100,"Barranco, Lima",38 m² tot.,1 dorm.,"S/ 444,000 · USD 120,000"
La Planicie,"La Molina, Lima",900 m² tot.,4 dorm.,"S/ 3,287,000 · USD 890,000"
Joaquin Valverde 200,"San Borja, Lima",126 m² tot.,3 dorm.,"S/ 734,810 · USD 197,000"
Av. José Pardo al 935,"Miraflores, Lima",100 m² tot.,4 dorm.,"S/ 869,090 · USD 233,000"
NATALIO SANCHEZ 287,"Jesús María, Lima",57 m² tot.,2 dorm.,"S/ 391,400 · USD 103,000"
SAN BORJA,"San Borja Norte, San Borja",300 m² tot.,5 dorm.,"S/ 2,500,000 · USD 658,900"
Frente al Exclusivo Parque Cerrado La Pradera con Vista Panorámica,"Chacarilla, San Borja",345 m² tot.,3 dorm.,"S/ 1,846,350 · USD 495,000"
AV 2 DE MAYO,"Country Club, San Isidro",140 m² tot.,3 dorm.,"S/ 1,160,000 · USD 307,000"
CALLE LOS PINOS,"San Isidro, Lima",41 m² tot.,1 dorm.,"S/ 521,000"
Maríe Curie 360,"Ate Vitarte, Lima",9582 m² tot.,NULL,"S/ 47,730,000 · USD 12,900,000"
"Av. Diez de Junio, Mz 9 / Jr Guillermo Barrios Mz. 9, Urb del Fundo Coronel, SMP","San Martín de Porres, Lima",8928 m² tot.,NULL,"S/ 28,953,363 · USD 7,588,800"
Calle Roma 280,"Miraflores, Lima",102 m² tot.,NULL,"S/ 943,500 · USD 255,000"
av manuel olguin 215 - 193 y cruz del sur 140,"Santiago de Surco, Lima",52 m² tot.,NULL,"S/ 627,000 · USD 165,000"
Wiese 1281,"Santiago de Surco, Lima",89 m² tot.,3 dorm.,"S/ 700,000"
Aster,"Santiago de Surco, Lima",380 m² tot.,5 dorm.,"S/ 2,157,000 · USD 575,000"
guillermo biela,"San Martín de Porres, Lima",197 m² tot.,3 dorm.,"S/ 513,360 · USD 138,000"
Jr. cartagena,"Pueblo Libre, Lima",234 m² tot.,NULL,"S/ 1,729,000 · USD 455,000"
MZ B1 lote 37 URBANIZACION ALAMEDA DE LIMA NORTE II DISTRITO DE SANTA ROSA,"Santa Rosa, Lima",112 m² tot.,NULL,"S/ 110,200 · USD 29,000"
FINCA REAL,"Asia, Asia",400 m² tot.,NULL,"S/ 119,000 · USD 34,000"
JIRON GALEANO,"Santiago de Surco, Lima",430 m² tot.,6 dorm.,"S/ 3,116,000 · USD 820,000"
Huiracocha 2083,"Jesús María, Lima",81 m² tot.,3 dorm.,"S/ 555,000 · USD 150,000"
Pezet,"San Isidro, Lima",441 m² tot.,5 dorm.,"S/ 2,950,000 · USD 800,000"
Avenida Del Ejército 591 Miraflores.,"Miraflores, Lima",460 m² tot.,12 dorm.,"S/ 3,750,000 · USD 1,000,000"
condominio la quebrada de cieneguilla,"Cieneguilla, Cieneguilla",2492 m² tot.,8 dorm.,"S/ 8,625,750 · USD 2,325,000"
Calle Arcos de la Frontera 2,"Camacho, La Molina",990 m² tot.,4 dorm.,"S/ 4,995,000 · USD 1,350,000"
C. la arboleda,"Santiago de Surco, Lima",332 m² tot.,4 dorm.,"S/ 2,566,800 · USD 690,000"
Calle Piura al 309,"Miraflores, Lima",122 m² tot.,2 dorm.,"S/ 855,228 · USD 229,900"
Los Eucaliptos,"San Isidro, Lima",254 m² tot.,3 dorm.,"S/ 3,523,200 · USD 960,000"
JR. HUARAZ 1893,"Breña, Lima",96 m² tot.,2 dorm.,"S/ 366,300 · USD 99,000"
JR Jose Galvez 972,"Santa Beatriz, Lima Cercado",483 m² tot.,15 dorm.,"S/ 2,261,000 · USD 595,000"
Av. del Pinar 451,"Chacarilla Del Estanque, San Borja",243 m² tot.,4 dorm.,"S/ 1,200,000 · USD 320,000"
Calle J asociacion Pro-vivienda los incas Mz.S Lt. 14 URB. pro-vivienda los incas,"Los Incas, Chorrillos",160 m² tot.,4 dorm.,"S/ 450,000 · USD 130,000"
A una Cuadra del Parque Cesar Vallejo - Chacarilla del Estanque,"Chacarilla Del Estanque, Santiago de Surco",111 m² tot.,3 dorm.,"S/ 828,000 · USD 218,000"
Departamento de Estreno en Calle Los Flamencos San Isidro,"San Isidro, Lima",108 m² tot.,3 dorm.,"S/ 841,500 · USD 225,000"
Malecón de la Marina,"Miraflores, Lima",230 m² tot.,3 dorm.,"S/ 2,895,360 · USD 768,000"
Club Golf LOS Incas Surco,"Santiago de Surco, Lima",735 m² tot.,NULL,"S/ 4,120,000 · USD 1,100,000"
VIÑA DEL MAR 2,"La Molina, Lima",255 m² tot.,3 dorm.,"S/ 4,642,760 · USD 1,254,800"
Nuevo Polo KM. 73.5,"San Antonio, Cañete",157 m² tot.,NULL,"S/ 111,000 · USD 30,000"
juan de rada 140,"Liguria, Santiago de Surco",185 m² tot.,3 dorm.,"S/ 932,000 · USD 250,000"
"Mariscal Agustín Gamarra 247, San Miguel","San Miguel, Lima",76 m² tot.,3 dorm.,"S/ 294,000 · USD 78,900"
PEDRO DE OSMA 305,"Barranco, Lima",38 m² tot.,1 dorm.,"S/ 400,000 · USD 107,000"
Moore 151,"Magdalena, Lima",92 m² tot.,3 dorm.,"S/ 490,000 · USD 131,000"
"Calle Tripoli, Miraflores","Miraflores, Lima",186 m² tot.,3 dorm.,"S/ 1,618,200 · USD 435,000"
CALLE CARLOS MONGE MEDRANO 100,"Huertos De San Antonio, Santiago de Surco",300 m² tot.,3 dorm.,"S/ 2,051,500 · USD 550,000"
Flat de 2 Dormitorios en Gral Mendiburu - a 3 Cuadras del Malecón Deposito Y Cochera,"Miraflores, Lima",83 m² tot.,2 dorm.,"S/ 603,600 · USD 162,000"
Roca y Boloña 1036,"Aurora, Miraflores",468 m² tot.,4 dorm.,"S/ 3,562,500 · USD 950,000"
Condominio Praderas Del Sur,"Mala, Cañete",700 m² tot.,NULL,"S/ 252,000 · USD 70,000"
JIRON BATALLA DE JUNIN,"Barranco, Lima",218 m² tot.,3 dorm.,"S/ 1,827,000 · USD 490,000"
CALLE MANCO CAPAC,"Miraflores, Lima",114 m² tot.,3 dorm.,"S/ 740,000 · USD 200,000"
Octavio Espinoza,"San Isidro, Lima",464 m² tot.,4 dorm.,"S/ 5,344,180 · USD 1,399,000"
ENRIQUE SALAZAR BARRETO 549,"Vista Alegre, Santiago de Surco",275 m² tot.,4 dorm.,"S/ 1,624,300 · USD 439,000"
Av. Higuereta al 300,"Santiago de Surco, Lima",119 m² tot.,3 dorm.,"S/ 677,290 · USD 178,000"
CALLE KONTIKI 128,"El Sol De La Molina Et.3, La Molina",623 m² tot.,6 dorm.,"S/ 2,188,900 · USD 590,000"
Calle Van Gogh,"San Borja Sur, San Borja",256 m² tot.,4 dorm.,"S/ 933,500 · USD 250,000"
Jr. Ricardo Aicardi 120,"Chama, Santiago de Surco",112 m² tot.,3 dorm.,"S/ 706,880 · USD 188,000"
la Casuarina 174,"Surquillo, Lima",103 m² tot.,3 dorm.,"S/ 680,000 · USD 179,000"
Malecón de la Marina,"Miraflores, Lima",188 m² tot.,3 dorm.,"S/ 2,094,200 · USD 566,000"
Av CIRCUNVALACIÓN GOLF INCAS 5,"Club Golf Los Incas, Santiago de Surco",150 m² tot.,3 dorm.,"S/ 980,500 · USD 265,000"
jr cuzco,"Magdalena, Lima",75 m² tot.,3 dorm.,"S/ 511,000 · USD 134,000"
Calle Amador Merino Reyna 300,"San Isidro, Lima",180 m² tot.,NULL,"S/ 1,591,000 · USD 430,000"
jr Pietro Torrigiano,"Corpac, San Borja",230 m² tot.,4 dorm.,"S/ 1,092,000 · USD 289,000"
Av. Pacífico N°.175 San Miguel,"San Miguel, Lima",83 m² tot.,3 dorm.,"S/ 365,250 · USD 98,000"
"Av. Benavides , Surco","Santiago de Surco, Lima",300 m² tot.,5 dorm.,"S/ 3,543,200 · USD 860,000"
"Los Cerezos & Tulipanes, Lotización Chillon","Chillon, Puente Piedra",2601 m² tot.,NULL,"S/ 3,985,600 · USD 1,080,000"
Calle Enrique Meiggs,"Miraflores, Lima",320 m² tot.,5 dorm.,"S/ 2,300,000 · USD 650,000"
Calle Río Mapocho al 100,"Las Praderas De La Molina, La Molina",112 m² tot.,3 dorm.,"S/ 365,750 · USD 95,000"
CERROS DE CAMACHO,"Cerros De Camacho, Santiago de Surco",225 m² tot.,4 dorm.,"S/ 1,887,000 · USD 510,000"
JHOHANESS BRAHMS 100,"San Borja Sur, San Borja",320 m² tot.,6 dorm.,"S/ 2,405,000 · USD 649,999"
Av. Alberto del Campo al 400,"Orrantia Del Mar, Magdalena",78 m² tot.,2 dorm.,"S/ 570,000 · USD 150,000"
Avenida Arnaldo Marquez 2086,"Jesús María, Lima",110 m² tot.,3 dorm.,"S/ 680,000 · USD 182,000"
Los Cedros 1240,"Chaclacayo, Lima",1326 m² tot.,3 dorm.,"S/ 1,953,600 · USD 528,000"
Calle José Gomez 395 San Isidro,"San Isidro, Lima",365 m² tot.,4 dorm.,"S/ 2,900,000 · USD 780,000"
Calle José Gálvez San Miguel,"San Miguel, Lima",215 m² tot.,5 dorm.,"S/ 1,339,200 · USD 360,000"
LA Floresta al 200,"San Borja, Lima",316 m² tot.,3 dorm.,"S/ 3,553,000 · USD 950,000"
cc la rotonda,"La Molina, Lima",2584 m² tot.,NULL,"S/ 364,650,000 · USD 10,000,000"
PANAMERICANA SUR KM 92 PLAYA CHOCALLA,"Asia, Cañete",104 m² tot.,NULL,"S/ 121,766 · USD 32,999"
Calle Pietro Marchand Cuadra 3,"San Borja, Lima",180 m² tot.,4 dorm.,"S/ 1,347,500 · USD 350,000"
Jose Corso 100,"Santiago de Surco, Lima",120 m² tot.,4 dorm.,"S/ 704,970 · USD 189,000"
Daniel Carrión,"Magdalena, Lima",107 m² tot.,3 dorm.,"S/ 796,080 · USD 214,000"
AV COMANDANTE ESPINAR 435 MIRAFLORES,"Miraflores, Lima",116 m² tot.,4 dorm.,"S/ 783,300 · USD 210,000"
marchand 377,"San Borja Sur, San Borja",90 m² tot.,3 dorm.,"S/ 856,900 · USD 228,500"
Pomalca 250,"Santiago de Surco, Lima",300 m² tot.,3 dorm.,"S/ 2,035,000 · USD 549,000"
Calle Las Tortolas 200,"La Pradera, La Molina",1031 m² tot.,4 dorm.,"S/ 6,639,400 · USD 1,780,000"
Av. Casuarinas S/N,"Santiago de Surco, Lima",315 m² tot.,4 dorm.,"S/ 2,020,000 · USD 549,000"
Malecon,"Barranco, Lima",318 m² tot.,3 dorm.,"S/ 2,582,000 · USD 760,000"
Parque Armendariz 159,"Miraflores, Lima",229 m² tot.,3 dorm.,"S/ 3,414,834 · USD 900,000"
"Ubicación Estratégica - Ideal Para Parejas o Familias con Hijos, Mar de Java","Santiago de Surco, Lima",86 m² tot.,2 dorm.,"S/ 475,000 · USD 119,000"
la planicie,"La Molina, Lima",1015 m² tot.,4 dorm.,"S/ 5,655,000 · USD 1,290,000"
CRISTOBAL DE PERALTA SUR 505,"Valle Hermoso, Santiago de Surco",743 m² tot.,NULL,"S/ 5,200,000 · USD 1,400,000"
Avenida Bertolotto 352 San Miguel,"San Miguel, San Miguel",60 m² tot.,2 dorm.,"S/ 361,000 · USD 95,000"
Av. de los Precursores Cuadra 10,"San Miguel, Lima",103 m² tot.,3 dorm.,"S/ 667,500 · USD 178,000"
CHACRA Y MAR-AUCALLAMA- CHANCAY-HUARAL,"Chacra Y Mar, Aucallama",13000 m² tot.,5 dorm.,"S/ 4,810,000 · USD 1,300,000"
Calle 16 al 100,"San Miguel, Lima",67 m² tot.,2 dorm.,"S/ 334,400 · USD 88,000"
Mariano Necochea 369,"Ampliacion San Francisco De La Tablada D Lurin, Villa María del Triunfo",514 m² tot.,5 dorm.,"S/ 1,123,950 · USD 295,000"
CERCA HOSPITAL REBAGLIATI y AV.ARENALES,"Lobaton, Lince",153 m² tot.,3 dorm.,"S/ 1,182,000 · USD 318,000"
Ocasión! A 5 Minutos DE Jockey Plaza Y Universidad DE Lima,"Monterrico, Santiago de Surco",630 m² tot.,5 dorm.,"S/ 2,940,000 · USD 785,000"
General miguel Iglesias 442,"Santa Cruz, Miraflores",110 m² tot.,2 dorm.,"S/ 638,000 · USD 168,000"
SAN BORJA,"San Borja Sur, San Borja",326 m² tot.,4 dorm.,"S/ 2,587,500 · USD 690,000"
Calle Alfredo Salazar,"Santa Cruz, Miraflores",131 m² tot.,2 dorm.,"S/ 1,045,000 · USD 275,000"
JOSE GONZALES 740,"Miraflores, Lima",89 m² tot.,2 dorm.,"S/ 795,500 · USD 215,000"
EL Peñascal,"El Sol De La Molina Et.3, La Molina",314 m² tot.,3 dorm.,"S/ 1,071,840 · USD 290,000"
SANTA CRUZ DE COCACHACRA 1000,"Sta.Cruz De Cocachacra, Huarochirí",1000 m² tot.,NULL,"S/ 401,452 · USD 107,340"
Jr. Tomasal al 800,"Santiago de Surco, Lima",193 m² tot.,3 dorm.,"S/ 1,241,500 · USD 325,000"
Av. Chirinchigno 340,"San Eduardo, Piura",1369 m² tot.,5 dorm.,"S/ 2,775,000 · USD 750,000"
Malecon cisneros,"Miraflores, Lima",190 m² tot.,3 dorm.,"S/ 1,665,000 · USD 450,000"
Alameda Poeta de la Ribera,"La Encantada De Villa, Chorrillos",1013 m² tot.,5 dorm.,"S/ 4,736,000 · USD 1,280,000"
"Puerto Rico 186, Jesús María","Jesús María, Lima",197 m² tot.,4 dorm.,"S/ 1,900,000 · USD 508,900"
MINEROS 150,"Los Ingenieros, La Molina",300 m² tot.,4 dorm.,"S/ 1,748,400 · USD 470,000"
Jr. Fortaleza de Paramonga al 100,"Tambo De Monterrico, Santiago de Surco",260 m² tot.,3 dorm.,"S/ 1,292,000 · USD 340,000"
MALECON DE LA RESERVA 411,"Miraflores, Lima",340 m² tot.,4 dorm.,"S/ 5,662,000 · USD 1,490,000"
Golda meier 114,"Capebco, Surquillo",63 m² tot.,2 dorm.,"S/ 357,000 · USD 95,000"
Zona Larcomar,"Miraflores, Lima",76 m² tot.,2 dorm.,"S/ 816,000 · USD 214,736"
Urb. Humboldt Miraflores,"Miraflores, Lima",250 m² tot.,6 dorm.,"S/ 1,585,250 · USD 425,000"
Jirón Santa Elena Norte al 100,"Lima Polo Hunt Club, Santiago de Surco",88 m² tot.,2 dorm.,"S/ 499,500 · USD 135,000"
"Jr. Jose Barrionuevo 352, Chorrillos, Lima","Chorrillos, Lima",120 m² tot.,3 dorm.,"S/ 722,000 · USD 190,000"
Canaval y Moreyra Cerca al Mininter con 9 Estacionamientos,"Corpac, San Isidro",355 m² tot.,NULL,"S/ 3,300,000 · USD 899,000"
Av. Del Pinar,"San Borja, Lima",262 m² tot.,4 dorm.,"S/ 1,476,840 · USD 397,000"
Calle Las Golondrinas al 100,"Limatambo, San Isidro",568 m² tot.,NULL,"S/ 4,167,000 · USD 1,126,224"
Dúplex de Estreno - NO Paga Alcabala - Ubicado en Centro Empresarial San Isidro,"San Isidro, Lima",216 m² tot.,2 dorm.,"S/ 1,215,500 · USD 325,000"
"Terreno en Venta al Costado del Hotel de Casa Andina, Paracas","Paracas, Pisco",10185 m² tot.,NULL,"S/ 2,737,920 · USD 713,000"
Av. Riconada del Lago – Segunda Tranquera - La Molina,"La Molina, Lima",550 m² tot.,7 dorm.,"S/ 3,041,500 · USD 790,000"
Jiron Arturo Aguilar 289 Surco,"Santiago de Surco, Lima",105 m² tot.,3 dorm.,"S/ 740,285 · USD 199,538"
SAN BORJA,"San Borja, Lima",355 m² tot.,5 dorm.,"S/ 2,405,000 · USD 649,900"
PEDRO CANGA 100,"San Roque, Santiago de Surco",284 m² tot.,3 dorm.,"S/ 1,340,000 · USD 359,000"
"Los Jazmines, Lince","Lince, Lima",134 m² tot.,3 dorm.,"S/ 539,400 · USD 145,000"
SANTA TERESITA,"San Isidro, Lima",402 m² tot.,4 dorm.,"S/ 5,320,000 · USD 1,400,000"
CAMINOS DEL INCA 13,"Santa Teresa De Las Gardenias, Santiago de Surco",103 m² tot.,3 dorm.,"S/ 682,590 · USD 183,000"
Mikonos,"Sarapampa, Asia",659 m² tot.,7 dorm.,"S/ 2,409,000 · USD 660,000"
Jirón Jerónimo de Aliaga Sur,"Santiago de Surco, Lima",153 m² tot.,3 dorm.,"S/ 821,250 · USD 219,000"
Jr Chongoyape,"San Miguel, Lima",78 m² tot.,3 dorm.,"S/ 450,000 · USD 120,320"
av. brasil 3661,"Magdalena, Lima",83 m² tot.,3 dorm.,"S/ 425,500 · USD 115,000"
Juan de Arona,"El Olivar, San Isidro",1075 m² tot.,80 dorm.,"S/ 29,600,000 · USD 8,000,000"
VIA LACTEA,"Santiago de Surco, Lima",426 m² tot.,4 dorm.,"S/ 2,701,000 · USD 730,000"
Av. Julio Cesar Tello 1025 Lince,"Lince, Lima",194 m² tot.,3 dorm.,"S/ 1,045,000 · USD 279,000"
Av. Manuel Olguin al 300,"Santiago de Surco, Lima",113 m² tot.,NULL,"S/ 1,273,000 · USD 335,000"
Muñiz,"San Isidro, Lima",370 m² tot.,3 dorm.,"S/ 4,076,600 · USD 1,090,000"
Av. Ayacucho 274,"Santiago de Surco, Lima",159 m² tot.,3 dorm.,"S/ 732,600 · USD 198,000"
"Daniel Carrión, Magdalena","Magdalena, Lima",89 m² tot.,3 dorm.,"S/ 706,800 · USD 190,000"
AV. GOLF DE LOS INKAS 206,"Santiago de Surco, Lima",143 m² tot.,NULL,"S/ 1,050,800 · USD 284,000"
Calle 26 N°117,"Mariscal Ramon Castilla, San Borja",450 m² tot.,5 dorm.,"S/ 3,256,000 · USD 880,000"
LA CALERA DE LA MERCED,"La Calera De La Merced, Surquillo",35 m² tot.,1 dorm.,"S/ 220,000 · USD 58,500"
LOS CRISANTEMOS 110,"Las Casuarinas Sur, Santiago de Surco",222 m² tot.,3 dorm.,"S/ 843,150 · USD 219,000"
"C. Miguel Grau 105, Dpto 11 San Miguel","San Miguel, Lima",85 m² tot.,2 dorm.,"S/ 351,500 · USD 95,000"
Calle Fernandez Concha,"Miraflores, Lima",317 m² tot.,5 dorm.,"S/ 2,756,250 · USD 735,000"
Av. Sergio Bernales Cuadra 5,"Barrio Medico, Surquillo",93 m² tot.,3 dorm.,"S/ 684,000 · USD 180,000"
SAN BORJA NORTE 1101,"San Borja Norte, San Borja",90 m² tot.,3 dorm.,"S/ 800,100 · USD 210,000"
Cerca al Mercado de Magdalena,"Magdalena, Lima",300 m² tot.,NULL,Consultar precio
"Arquitectura Caribeña en Condominio Pet Friendly Ocean Reef, San Bartolo","San Bartolo, Lima",88 m² tot.,2 dorm.,"S/ 493,000 · USD 132,000"
"Av. Elmer Faucett, local industrial a unos minutos del aeropuerto Jorge Chávez","Callao, Lima",33716 m² tot.,NULL,Consultar precio
ANONIA MORENO DE CACERES,"Callao, Lima",216 m² tot.,6 dorm.,"S/ 372,000 · USD 98,000"
"Av. Retablo, Comas al 400","El Retablo, Comas",68 m² tot.,3 dorm.,"S/ 195,000 · USD 52,000"
Calle Las Lilas 120 - La Molina,"La Molina, Lima",1258 m² tot.,6 dorm.,"S/ 4,125,000 · USD 1,100,000"
"parroquia el buen pastor ,urbanizacion sol de oro ,los olivos","Sol De Oro, Los Olivos",120 m² tot.,3 dorm.,"S/ 543,750 · USD 145,000"
Las Lagunas,"Las Lagunas, La Molina",250 m² tot.,3 dorm.,"S/ 1,939,600 · USD 520,000"
Alcanfores,"Miraflores, Lima",280 m² tot.,2 dorm.,"S/ 2,101,000 · USD 550,000"
"Calle Las Golondrinas Limatambo, San Isidro al 100","San Isidro, Lima",287 m² tot.,5 dorm.,"S/ 2,601,595 · USD 685,000"
"Av. Sta. Cruz 875, Miraflores, Lima","Miraflores, Lima",450 m² tot.,NULL,"S/ 24,216,500 · USD 6,545,000"
Jiron La Laguna 579 La Planicie La Molina,"La Planicie, La Molina",585 m² tot.,5 dorm.,"S/ 2,755,000 · USD 725,000"
Los Cisnes,"Punta Negra, Lima",228 m² tot.,NULL,"S/ 277,500 · USD 74,000"
"Alfonso Ugarte 180, Magdalena","Magdalena, Lima",74 m² tot.,3 dorm.,"S/ 340,200 · USD 90,000"
"AV.DIEZ CANSECO CERCA PARQUE KENEDY 82M2, 2DORM. 1COCHERA","Miraflores, Lima",82 m² tot.,2 dorm.,"S/ 782,000 · USD 208,000"
"Av. Santo Toribio, San Isidro","San Isidro, Lima",292 m² tot.,3 dorm.,"S/ 2,292,000 · USD 600,000"
"Calle Capitan Percy Phillips Cuba 356, Miraflores 15048","Miraflores, Lima",259 m² tot.,3 dorm.,"S/ 1,820,200 · USD 479,000"
Malecón Balta,"Miraflores, Lima",229 m² tot.,3 dorm.,"S/ 1,516,200 · USD 399,000"
Av. Salaverry 1850 Jesus Maria,"Jesús María, Lima",83 m² tot.,3 dorm.,"S/ 592,500 · USD 158,000"
Calle Piura,"Miraflores, Lima",147 m² tot.,3 dorm.,"S/ 1,122,666 · USD 299,900"
Jirón Quiroga,"Santiago de Surco, Lima",320 m² tot.,4 dorm.,"S/ 2,074,420 · USD 545,900"
Calle Dante,"Surquillo, Lima",60 m² tot.,2 dorm.,"S/ 335,000 · USD 88,000"
Alameda José Leon Barandiaran 200,"La Planicie, La Molina",680 m² tot.,4 dorm.,"S/ 2,946,700 · USD 790,000"
IGLESIA SANTISIMO NOMBRE DE JESUS,"Chacarilla, San Borja",367 m² tot.,4 dorm.,"S/ 2,470,000 · USD 650,000"
Jr Garcilaso de la Vega 1737,"Risso, Lince",156 m² tot.,2 dorm.,"S/ 699,000 · USD 185,000"
Club Náutico Poseidón,"Pucusana, Lima",1067 m² tot.,NULL,"S/ 555,000 · USD 150,000"
